Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Age dependency ratio (% of working-age population),SP.POP.DPND,Lebanon,LBN,69.1159307893865,58.9126253871541,45.466352596412,46.792454994351,49.5812354075304,52.3963197900216,55.1631943258432,57.7884105795802,59.197977485953,59.3383929151419,59.5774107871901,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Lesotho,LSO,86.953738459556,77.2572106664916,65.1552437630552,64.7776088233121,64.3288520898375,63.8402309114253,63.3008219959703,62.8209395572521,62.4389259616909,62.0913797476538,61.748489367702,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Liberia,LBR,88.0265277313327,83.5063674001283,85.908940202569,85.4592945572074,84.8798796616289,84.2894685277608,83.5355604087384,82.571861758814,81.2636836234039,79.7056220194203,78.03350911692,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Libya,LBY,77.3749903190628,59.1145338170037,57.1985707730303,56.7522679106465,56.2044448997433,55.3906509232672,54.3224035227984,53.1633318512277,51.9868560146113,50.7808605057925,49.6060301467809,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Liechtenstein,LIE,40.9841689947557,40.3808552240075,44.8949300835872,45.4011132303141,46.0884089496582,46.9249263223205,47.8412391093901,48.7917101651007,49.5100686675411,50.1634804015848,51.1220411927452,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Lithuania,LTU,50.2218286185527,50.8636580752073,50.4399767288428,51.1023007273421,51.8628176659265,52.6852691585153,53.4394220710581,54.2074380192656,55.0150972614167,55.6968822700476,56.5432035974158,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Luxembourg,LUX,44.2289387804436,49.0212687472035,44.5960908665592,44.381553966536,44.0407660210562,43.8125509451071,43.7843526796273,43.82170776404,43.965790885943,44.214425408041,44.5681575696938,..
Age dependency ratio (% of working-age population),SP.POP.DPND,"Macao SAR, China",MAC,47.2389568785393,43.5915167513905,26.9855982647296,27.9063965672089,28.9513917038933,30.1987000701342,31.7062364068585,33.4115324616844,35.1616462010744,36.8645461449681,38.5307334376214,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Madagascar,MDG,93.554472756699,92.2527387520147,80.1202558281412,79.1812115378376,78.3410883656892,77.5766074646047,76.8419623568581,76.1033363912853,75.3335696361558,74.5140573737842,73.6681331322317,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Malawi,MWI,98.9945416425303,96.1709809747451,98.5049814276149,97.0627211640782,95.3594451249885,93.4560826553165,91.4080796649504,89.2388345615534,86.974335954684,84.6854327080751,82.4861697664687,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Malaysia,MYS,66.892139153907,60.3339494160025,45.5944890512268,45.0390532436096,44.5575618616655,44.1531729624063,43.8621772841122,43.6380163060838,43.4489898293778,43.2912642533176,43.2159653407636,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Maldives,MDV,98.1668266986143,78.0569894302948,38.0664462393734,37.2192732370407,36.5572908055134,36.0303708246594,35.6197006031136,35.3997643629883,35.4525635084467,35.615273385486,35.9849940287658,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Mali,MLI,101.413628940248,98.9167197920623,102.997471410095,103.094672788056,102.935494117454,102.534843040217,102.01653746173,101.352342906159,100.416318223951,99.3262938929943,98.2956306765063,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Malta,MLT,51.0229666459145,47.7328071683665,47.2843309709978,47.531218197549,47.6266894903891,47.6235087785706,47.5015217920623,47.3189208462782,47.1456431547118,47.0615261572669,47.6610024354711,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Marshall Islands,MHL,116.142508449118,88.9535491514793,68.0745383025535,66.7285304538552,65.4932712392562,64.5557260426838,63.7201851192595,62.6827671491962,61.3686205999331,59.8676957001103,58.7413121515314,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Mauritania,MRT,93.3790264663495,88.8271221307243,90.6734941540342,89.7217505350951,88.7410925480646,87.6985716915547,86.5896315403618,85.4015367204113,84.0970959288002,82.7120164635773,81.2542456297998,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Mauritius,MUS,54.2938209607305,46.695778244431,40.6496249590165,40.5000411638924,40.4665891574541,40.4668357601656,40.4512811862223,40.4210904605774,40.4748351990981,40.7096736199155,41.0444809881089,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Mexico,MEX,75.9236919688692,64.590951303914,53.579644421065,52.8914223232077,52.2684523556827,51.7192717060437,51.2012062556896,50.6474070825699,50.0556106441738,49.4472844960828,48.876502167852,..
Age dependency ratio (% of working-age population),SP.POP.DPND,"Micronesia, Fed. Sts.",FSM,91.5905646446198,76.9143056237429,59.8053442387465,59.1850386830318,58.7914945251784,58.5977107239799,58.3871151978982,58.2582625252209,58.0137285579376,57.67606517164,57.3937739542835,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Moldova,MDA,56.9891107183708,48.0853554553243,40.3077543954568,41.9566137979295,43.67377607342,45.2938822024303,46.743243514267,48.1027871446027,49.2640540609432,50.1774955539331,47.7000243753029,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Monaco,MCO,52.6217793880837,55.2309457779478,83.4298486233872,86.8499974584456,89.0413054563998,89.9789732806811,91.0929920528434,92.5544636822129,94.0351061593441,95.2213707960834,95.8908524466885,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Mongolia,MNG,82.4602293591535,62.9431196661599,48.4191102596393,49.5339844118429,50.8669397609081,52.3956301862497,54.1329073718998,55.9361943230777,57.3868508870623,58.3528528073986,58.9213405381139,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Montenegro,MNE,51.3893812821755,49.2288792848262,47.7572998251084,48.383580854347,48.9354624085163,49.4992853797096,50.2136504533735,51.0781442026979,51.911900261864,52.5335632467053,53.0114508263981,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Morocco,MAR,77.3183570083135,62.2448880447524,51.1052287233064,51.1897666285181,51.295387251351,51.4534935520359,51.6861892252702,51.9191058265118,52.0748865182448,52.154787028307,52.2180830243835,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Mozambique,MOZ,89.607628511283,89.3351241943656,91.4345462315769,90.6281923609237,89.6758809454396,88.7840266419989,88.0941845389059,87.4652730278775,86.7887927819485,86.123807071331,85.4924550670731,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Myanmar,MMR,68.8072677687,58.0887652676328,47.7966286902142,47.4345746268986,47.107697066773,46.7781963713729,46.49384110471,46.2979095121809,46.1513276007982,46.0068143101436,45.8924541264276,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Namibia,NAM,84.3855391179735,81.3092523342131,66.8914454593344,66.7678995551549,66.7737647116249,66.8915146642914,67.0647076430118,67.2304938289326,67.3256125056972,67.3193935333947,67.2513377764081,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Nauru,NRU,73.2803755190468,69.0340446326763,66.0342995902261,66.9652186893566,67.8849258769999,68.7030618139804,69.2307692307692,69.4886839899413,69.7450034458994,69.8479500407277,70.1638903815153,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Nepal,NPL,82.371995350086,79.905481771563,64.785703506288,63.6274068235559,62.2442621490219,60.7993231045902,59.4412402748366,58.1809992409835,56.6310077406022,54.8959968537045,53.7786767733358,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Netherlands,NLD,45.1093198525023,47.4551223101997,52.2441993994549,52.6350754474823,52.9318504995337,53.2778991869191,53.6278019609548,54.0073817526442,54.433762906817,54.9284815058731,55.6169549069062,..
Age dependency ratio (% of working-age population),SP.POP.DPND,New Caledonia,NCL,59.3865122221911,54.8084043619045,49.1746805574106,49.1184380914434,49.0740076683309,49.0626169664678,49.121234451129,49.2872475094942,49.5025424383142,49.6399971221907,49.7735769282122,..
Age dependency ratio (% of working-age population),SP.POP.DPND,New Zealand,NZL,52.2365486587292,52.6248135561033,52.8718171590111,52.8474274684342,52.8425550816478,52.9001670161788,52.9278827355261,52.8511628992113,53.0141705394665,53.4187100387614,53.8761375320719,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Nicaragua,NIC,94.5409342503712,77.4826405007407,58.2043518787015,57.528985532619,56.944468667166,56.406781608169,55.909254162454,55.448878919478,54.9438308416406,54.4074208893392,53.8889426578984,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Niger,NER,96.7250748413983,97.8490972012985,106.453236593524,106.269390796822,106.112357336722,106.026051423294,105.957555540068,105.857574370436,105.69387590526,105.440027087501,105.125713181906,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Nigeria,NGA,92.1490783351177,86.8835228957293,90.1523008719058,89.8968348395439,89.5183421521184,88.968554030094,88.3348528429671,87.6805012880663,86.9313241490553,86.1076368036576,85.2506982252854,..
Age dependency ratio (% of working-age population),SP.POP.DPND,North Macedonia,MKD,49.8723920281126,47.4915840232918,42.2421390765793,42.5283011853348,42.781684440124,43.0333944215306,43.3525808017377,43.8379856113115,44.3133052440129,44.5797607154034,44.7566788019487,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Northern Mariana Islands,MNP,50.3822055137845,56.2935294346523,41.5720214043901,41.6632291065094,41.9426477528246,42.4131832346088,43.0716723549488,43.8529674831934,44.838766211006,45.9573463909619,47.0748864681963,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Norway,NOR,54.4389802699851,54.2434254587668,51.8926740596059,52.1099120808891,52.4222662367197,52.8243424560298,53.2007111024973,53.4546628407461,53.7068393075317,53.9993314183271,54.1847891500737,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Oman,OMN,86.3649273192017,65.6504009027821,32.7257727808723,32.9792529224799,32.7869971051808,33.1126051021105,34.3485093401293,36.4692798252821,39.6644045048958,41.9658971890855,42.4207587146119,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Pakistan,PAK,89.360132324612,86.5027741772749,73.6667058668066,73.4075471667716,73.1639803339744,72.7431013557753,72.1333561474625,71.506748644188,70.7841517220059,69.956789212176,69.0309622184811,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Palau,PLW,56.8571135501077,45.9347488348006,38.5118306351183,38.8420724094881,39.438052751037,40.0848189743187,40.9166206515737,41.9538863798431,42.9412232561839,43.8352884845583,44.7178582879128,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Panama,PAN,68.1262734015958,59.75690497175,54.837670598269,54.7129378536375,54.5753123208817,54.4341448039139,54.2963055983719,54.1292862730018,53.9468821102902,53.7835817598671,53.6170693182329,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Papua New Guinea,PNG,80.171987411644,74.3010613185158,65.4120021606359,64.7357563917786,64.0394490929706,63.3181544689255,62.5850374516823,61.8605586839314,61.1616497809856,60.4796564799062,59.8307303464894,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Paraguay,PRY,82.7438076505606,75.810484425777,57.100677490628,56.4483555443006,55.9345487536289,55.5393078340096,55.2242469912534,54.9588174195825,54.7254321477129,54.4386192902476,54.1443223599771,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Peru,PER,75.419017418287,64.7328296170584,57.4625293148247,57.0234003847172,56.4943479066012,55.9172767597884,55.1278031520903,54.3230258592891,53.6745183441568,53.0238640820314,52.4819889946528,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Philippines,PHL,78.196201238179,70.844074884533,60.2431639524146,59.4229695298202,58.6756179005796,58.0802678131226,57.5658452914084,57.0989894614928,56.6498577066465,56.1595930537703,55.6975588620567,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Poland,POL,53.8940534474266,45.9858407738794,42.851275952009,43.9083603198045,45.1415145637154,46.5658885677311,48.0626378288006,49.5335607758979,50.8797280308251,51.9885236904738,50.8411102394622,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Portugal,PRT,51.7698827811152,48.4396945199393,52.8961605810402,53.3458401507924,53.8740511453466,54.4854905603865,54.9830614326174,55.3980716084891,55.7447693492107,56.0159102085335,56.4445411626159,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Puerto Rico,PRI,58.7484942003149,54.2469048249353,52.7922867185703,53.0241509114749,53.341864649159,53.7452117687039,54.1734217684382,54.6902169648557,55.3884763997272,56.2661285842097,57.150856655082,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Qatar,QAT,39.5731354697627,33.0819089845231,18.2047223919954,17.4856839238091,17.2825373698225,17.4688724962519,17.8184066614941,18.7104481398865,19.9148636332438,20.7213906889227,20.9670006310643,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Romania,ROU,51.6223516791664,46.9952264969276,47.4619541998664,48.2567597070181,49.1653756892048,50.2062461679175,51.2861322048927,52.2876181288126,53.1487701951638,53.7288950020094,52.8140370301283,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Russian Federation,RUS,49.1157717744591,44.2364713212167,42.3479961246653,43.8156270360808,45.1662824292761,46.3914948288899,47.3773206138809,48.2971795900582,49.2237489015613,49.9543256236939,50.3808692284498,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Rwanda,RWA,104.233742825974,94.1213233586912,79.9015169965232,79.0533744825843,78.0441274413375,76.9619186481005,75.9282597028407,74.8599965068948,73.6984732501675,72.5116726992432,71.4173126944538,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Samoa,WSM,80.9454647172105,83.0907155152685,75.98478769059,75.7482884547315,75.6065887499146,75.5514783593889,75.526073491253,75.4543572759263,75.2519569471624,74.9132485807948,74.7895526963192,..
Age dependency ratio (% of working-age population),SP.POP.DPND,San Marino,SMR,42.6078914919852,45.0048653908531,49.3514045446413,49.7056724937567,49.7388918392636,49.6133907389509,49.5315646615883,49.3989596538008,49.4309443248231,49.5789007092199,49.6997998665777,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Sao Tome and Principe,STP,100.231273501714,89.24061467153,84.581810704973,84.5183486238532,84.1349398457676,83.4710598029791,82.5960740945535,81.5012475155411,79.8640989149302,77.9290379692322,76.1515935606824,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Saudi Arabia,SAU,78.3848624855816,62.6987846024066,43.1095572742458,42.5270958314397,41.7856007397096,40.8833614147271,40.074879654983,39.4253857956438,39.7383856132118,40.4109570582717,40.3646584502299,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Senegal,SEN,98.6735590766322,90.1692424848725,86.5754884210226,86.1566847310014,85.6388630381695,84.9980496706653,84.279827269338,83.506600983685,82.6091294343302,81.5476850000204,80.4704574832486,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Serbia,SRB,42.9610077903007,45.2134042262574,49.4691549345669,50.5498858683406,51.1957156450245,51.6739124235566,52.2456249521684,52.9164663994774,53.5492286733689,53.8194537441682,53.8316953654399,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Seychelles,SYC,67.5675024108004,53.7930773021951,43.1645093553139,43.2213653854999,43.4369602763385,43.7465316835396,44.0425151839943,44.3494847037601,44.6687530303698,45.0207468879668,45.4635910254699,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Sierra Leone,SLE,88.3264177642321,89.8485127093936,83.0094625242163,81.7054561271416,80.3608703343358,78.9939262646854,77.6567101711554,76.4191556691904,75.2305575625115,74.0044324363418,72.7583339656905,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Singapore,SGP,37.3069978474332,34.0478871889489,27.6065953775619,27.6094033900509,28.2188404726685,29.3142574984257,30.6682492669621,32.2807513947466,33.8795913778225,35.3530018666501,36.9053583775819,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Sint Maarten (Dutch part),SXM,39.3922707248698,41.0109504227695,36.1832833447765,33.552337380895,31.2577996715928,29.3607524310537,28.1332247148766,27.5614691274756,27.2481203007519,27.1735566749128,27.4858673013984,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Slovak Republic,SVK,54.9296379966805,44.893937450643,41.021521033451,41.9351732201578,43.1200218417025,44.5116093214647,45.9159106465228,47.2836825443804,48.5136870078917,49.4980912207131,48.6261981005511,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Slovenia,SVN,46.2099692822825,42.6971290163351,47.500162738179,48.7332456876296,49.8940600304718,51.0796952945245,52.3385231957173,53.555310134689,54.5679647696278,55.4952759384504,56.4350642039832,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Solomon Islands,SLB,94.012137316863,85.5472846138909,78.8724634469873,78.4219676914878,77.9285455287132,77.3934828803651,76.8144123074282,76.2040754527846,75.5459213995093,74.8091018650229,74.1430175495964,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Somalia,SOM,99.2965063650712,99.0558759999051,101.454018542403,101.237375609261,101.070016809706,100.836355269126,100.531964035369,100.201488034988,99.8223749126677,99.3971785295867,98.9435620162571,..
Age dependency ratio (% of working-age population),SP.POP.DPND,South Africa,ZAF,73.4857174230164,65.009881220211,50.9265443610204,50.8467682107849,51.3685978620114,52.2612995488199,52.7549059106109,53.1283555368843,53.2337063704773,53.0106990324263,52.5408423961565,..
Age dependency ratio (% of working-age population),SP.POP.DPND,South Sudan,SSD,91.8055773122122,98.3158313989147,82.6274890976773,85.4268247837849,88.736449939607,94.6975365383519,98.1400393217897,96.5433747734308,93.4165727809632,90.6960656710317,87.8128130023096,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Spain,ESP,50.4789194783972,45.780754540113,50.3393325286709,50.9270584711965,51.3297903943213,51.6911970553832,51.8708054832016,51.8197382185175,51.671747618628,51.5376362505585,51.6597126567509,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Sri Lanka,LKA,61.4610494216987,51.3720887992269,51.0248191886631,51.4556975323522,51.7612326935968,52.0065433989629,52.2332305823423,52.3877020475503,52.4162343489826,52.3723695719063,52.3336525236489,..
Age dependency ratio (% of working-age population),SP.POP.DPND,St. Kitts and Nevis,KNA,78.193378645034,59.1827444938548,41.6066613328592,40.8766654875604,40.4732510288066,40.4037139331257,40.5467439602154,40.8680248007086,41.2841043890866,41.7026343205834,42.0942783028713,..
Age dependency ratio (% of working-age population),SP.POP.DPND,St. Lucia,LCA,84.1774199811035,63.8361032931364,41.5864119033541,40.6052599975982,39.7367045292524,39.0680806637727,38.5755127795652,38.1857715461875,37.9114537648308,37.6889236334652,37.4951264821228,..
Age dependency ratio (% of working-age population),SP.POP.DPND,St. Martin (French part),MAF,43.2784881055473,49.2414696839877,50.3475035176736,50.197289414994,50.2287243224581,49.9826086956522,49.6816413158826,49.5574821638219,49.364533149805,49.0946425238006,48.9411544227886,..
Age dependency ratio (% of working-age population),SP.POP.DPND,St. Vincent and the Grenadines,VCT,78.4091990483743,62.9788209012931,49.894846054624,49.6563646329637,49.4963318284424,49.3632015396372,49.2641846485383,49.2156946399875,49.1489907629148,48.9953301058224,48.7642218246869,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Sudan,SDN,101.778368641151,90.4137071823416,81.4787682576153,81.0721493578588,80.7421508640789,80.3057232016279,80.0117850355679,80.0746038415139,80.2309640223348,80.2123193839029,79.9498212679232,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Suriname,SUR,67.5717371181734,60.4823200680796,53.8379695014758,53.2425998317054,52.7510547636436,52.3487879440035,52.0006349190094,51.6122188687823,51.2468452038378,50.9386480709945,50.6870690579986,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Sweden,SWE,55.5579647704126,55.4993374883447,57.7334981577633,58.5850770374818,59.2715112205762,59.8150488071827,60.2337615749726,60.5445705459716,60.7140284799241,60.8190525862832,60.8979065050099,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Switzerland,CHE,46.3221081828373,48.5601498784099,48.3034205425251,48.6492535317765,49.0231484670172,49.5017898278486,50.0543075500977,50.5927981244567,51.0245096256595,51.5864026609547,52.3362626810041,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Syrian Arab Republic,SYR,97.8178337720696,79.5901715800801,79.2228539713136,82.557590418159,81.6696216486309,78.9024672279323,74.4444582796018,68.6075503997983,63.9888845688527,60.376224836919,56.4829536292319,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Tajikistan,TJK,88.598576806301,85.5880328963991,65.4455218907135,65.5556805047585,65.6214011876093,65.6443408550308,65.709860865985,65.8466051724159,65.9216667819962,65.9362965443954,65.9527195535771,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Tanzania,TZA,97.2322471490673,90.2914000126442,92.1825653268583,91.997801535001,91.6587383995257,91.1353754837998,90.458605012364,89.633487546301,88.6972333598275,87.7054463959979,86.7793540976379,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Thailand,THA,52.1097762387829,43.1774311155051,39.1920575010635,39.5990257395843,40.0568867854503,40.5821732762652,41.2067813350911,41.9130959109079,42.6866166425371,43.4966323903385,44.3669982862303,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Timor-Leste,TLS,79.371813223864,85.8152847647375,82.0088052671842,80.2830252151096,78.5151267327628,76.6202161377349,74.620340925131,72.5345119149481,70.4074329443656,68.2919464754603,66.4405345272382,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Togo,TGO,92.7835015652683,84.2569232914502,79.9710500862645,79.6230171892471,79.2246977579818,78.7700805749932,78.2625715366175,77.736585008242,77.1667067828027,76.5048330000535,75.7317323837791,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Tonga,TON,80.7657096821444,77.5568476793687,75.2551733206226,74.6777936892005,73.9403014546173,73.1777036684135,72.3007848984876,71.3345849318423,70.2285261438437,68.9810165925501,67.9866689723476,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Trinidad and Tobago,TTO,63.7873754152824,45.1604256515419,40.0052888197439,40.6103869591008,41.2249691950735,41.8061849342329,41.935870310612,42.3886782660667,43.2643944126634,43.6780862296607,44.0121903615251,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Tunisia,TUN,73.9016564087634,55.2610194452213,45.6311108891119,46.5103800241104,47.4133121066916,48.3113716574529,49.1416852390108,49.8668099499814,50.4405576793477,50.8668268062608,51.19668917138,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Turkiye,TUR,67.9489533469238,57.4577281568472,46.7781582924811,46.40251772306,46.1141897002404,45.9601810884996,46.3062127604786,46.7418581927745,46.8281218145078,46.7550772553648,46.7745871476903,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Turkmenistan,TKM,78.9062240767662,70.4065770786839,51.9213528178071,52.53482234566,53.2643518161839,54.0647324626447,54.8433660870933,55.545887572612,56.1242881856934,56.5703645713363,56.9054149309711,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Turks and Caicos Islands,TCA,53.4198113207547,46.3917525773196,37.6943362065573,37.0620451646785,36.6172530809073,36.466075281707,36.4569285925731,36.481434545685,36.5879993830017,36.7908795973439,37.0229350921901,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Tuvalu,TUV,73.0819981149859,73.0962643678161,59.2955276235019,58.9972226282707,58.7013746709564,58.7217824684843,59.1328548410722,59.6386419932974,60.2577095700015,60.9076547465173,61.6230890127161,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Uganda,UGA,104.686639095212,111.473718638068,101.833712284356,100.222086962459,98.1325684211194,95.811916730413,93.7329222429779,91.7402039972016,89.8791497701397,88.213347803565,86.8301536473046,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Ukraine,UKR,50.4883212731322,45.9940065758979,43.710556274321,44.7402148573401,45.6964538575444,46.5839816177943,47.2192684169507,47.7578663576724,48.186102353998,48.4162675407136,52.0549709130845,..
Age dependency ratio (% of working-age population),SP.POP.DPND,United Arab Emirates,ARE,44.3311576495931,29.9922171328648,17.4758844709474,17.6357466854298,17.8641682045739,18.2093561711013,18.6930269395725,19.3078436050447,19.8968328056032,20.3390385875641,20.5707062554404,..
Age dependency ratio (% of working-age population),SP.POP.DPND,United Kingdom,GBR,53.2439252282661,53.3195506963076,54.4488952515108,55.0865716501433,55.701031192298,56.2977030016515,56.8147512317716,57.2445490854165,57.5072582202989,57.6722756061544,57.8198271016971,..
Age dependency ratio (% of working-age population),SP.POP.DPND,United States,USA,51.151297396855,50.9275263989464,50.5093805477456,50.6589374014424,51.1636194700791,51.7962372586739,52.2272039961361,52.7363500456207,53.2208940858502,53.6615952576689,54.0536732310403,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Uruguay,URY,59.2456676339559,59.9039475908214,56.217663474909,55.9582872911718,55.7593148310461,55.4737949664311,55.0893529092587,54.6466263496699,54.1662751536792,53.5985554044791,53.0871298438578,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Uzbekistan,UZB,78.0830552974369,70.8530056576032,48.6279517309614,48.9340279010347,49.4627246828647,50.0624090158094,50.8759946472971,51.9089435254758,52.9932090815049,53.9711999043234,54.6739221929201,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Vanuatu,VUT,93.9743391957215,88.3577025291008,76.0293983383548,76.5576000664235,76.8946822729941,77.0511803818703,77.1280303617071,77.1005689950082,76.8997633277145,76.487471450613,75.84102467508,..
Age dependency ratio (% of working-age population),SP.POP.DPND,"Venezuela, RB",VEN,72.2211942540669,63.1431680605584,53.9938475411203,53.6428903290535,53.4848513821641,53.9379099534158,55.3039741221599,56.8054793538907,57.427225736451,57.5023055764567,56.6974541179423,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Viet Nam,VNM,78.4249206812083,60.1890418327438,43.4760035881462,43.7669273280517,43.9727525314053,44.1828093509189,44.4569748418446,44.7860298852059,45.1811686601672,45.5567728591029,46.000523709451,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Virgin Islands (U.S.),VIR,56.7714695016211,53.2831988261189,56.7952910398954,58.0722325765692,59.3174880716,60.501787824838,61.6256060903584,62.677098107395,63.6892845042659,64.6039988805622,65.5536883765489,..
Age dependency ratio (% of working-age population),SP.POP.DPND,West Bank and Gaza,PSE,105.902563467389,99.6553017595667,78.437730615079,77.7295888000306,77.0612399794359,76.5720455389528,76.2516852372255,75.83273975677,75.1592317201693,74.2823539907852,73.3162477925736,..
Age dependency ratio (% of working-age population),SP.POP.DPND,"Yemen, Rep.",YEM,116.579806137338,108.441682831442,81.237208380795,80.1451392727913,79.1415355110098,78.1750599198869,77.1984805728037,76.1809339506884,75.1537231559569,74.0981775129238,72.8891499874296,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Zambia,ZMB,105.801664801804,102.618953778686,90.3559805258118,89.2993112016585,88.1984278113832,87.0510229868315,85.8389774252646,84.543155619951,83.1845162629024,81.8224556620949,80.5185994530427,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Zimbabwe,ZWE,104.556228180723,82.0821630753112,85.8755038521963,85.0833650306079,84.1122158466628,83.1012858088352,82.1233467597035,81.2078582135931,80.285254859982,79.393576926567,78.4307596636428,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Africa Eastern and Southern,AFE,94.5801700992101,92.0447323060712,85.4993751209314,84.9575510528997,84.4394681304857,83.9309804493519,83.3423883039182,82.6920587226978,81.9689633250994,81.1899884887811,80.3853442537823,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Africa Western and Central,AFW,94.9792358469347,90.0511094007867,89.533203473707,89.209484006024,88.7948893410235,88.2689815233953,87.6769656356236,87.0413096081786,86.3069202655725,85.4954509572828,84.6532377123575,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Arab World,ARB,87.5419131943861,74.2433939413154,62.5876568717821,62.7380176309111,62.7064487296601,62.5635813139034,62.3672881308218,62.1361642524949,62.0121261851651,61.8347863872138,61.398664382178,..
